Name,Discount,Price,Sold_Num,Link
預炸《卜蜂食品》卜蜂香酥雞腿排 原味 450g 5入【滿999免運】手工去骨 原味 卡拉雞腿 香脆雞腿肉排 卜蜂 卡拉,滿額折$30,$125,7,https://shopee.tw/%E9%A0%90%E7%82%B8%E3%80%8A%E5%8D%9C%E8%9C%82%E9%A3%9F%E5%93%81%E3%80%8B%E5%8D%9C%E8%9C%82%E9%A6%99%E9%85%A5%E9%9B%9E%E8%85%BF%E6%8E%92-%E5%8E%9F%E5%91%B3-450g-5%E5%85%A5%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%89%8B%E5%B7%A5%E5%8E%BB%E9%AA%A8-%E5%8E%9F%E5%91%B3-%E5%8D%A1%E6%8B%89%E9%9B%9E%E8%85%BF-%E9%A6%99%E8%84%86%E9%9B%9E%E8%85%BF%E8%82%89%E6%8E%92-%E5%8D%9C%E8%9C%82-%E5%8D%A1%E6%8B%89-i.772733494.22901287214?sp_atk=306df936-debf-47be-b439-d828eed3ac2a
,,,,
預炸《鮮之饌》花枝蝦排 400g 一包10入【滿999免運】 無須退冰 鍋煎 油炸,滿額折$30,$225,0,https://shopee.tw/%E9%A0%90%E7%82%B8%E3%80%8A%E9%AE%AE%E4%B9%8B%E9%A5%8C%E3%80%8B%E8%8A%B1%E6%9E%9D%E8%9D%A6%E6%8E%92-400g-%E4%B8%80%E5%8C%8510%E5%85%A5%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E7%84%A1%E9%A0%88%E9%80%80%E5%86%B0-%E9%8D%8B%E7%85%8E-%E6%B2%B9%E7%82%B8-i.772733494.22001253268?sp_atk=3344385c-46da-4b20-88ca-887b6a9c9c39
,,,,
《富統食品》起司豬排 800g 10入 【滿999免運】早餐材料 炸物 氣炸鍋 油炸 炸物拼盤 起司豬排,滿額折$30,$249,0,https://shopee.tw/%E3%80%8A%E5%AF%8C%E7%B5%B1%E9%A3%9F%E5%93%81%E3%80%8B%E8%B5%B7%E5%8F%B8%E8%B1%AC%E6%8E%92-800g-10%E5%85%A5-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90%E6%9D%90%E6%96%99-%E7%82%B8%E7%89%A9-%E6%B0%A3%E7%82%B8%E9%8D%8B-%E6%B2%B9%E7%82%B8-%E7%82%B8%E7%89%A9%E6%8B%BC%E7%9B%A4-%E8%B5%B7%E5%8F%B8%E8%B1%AC%E6%8E%92-i.772733494.19655297739?sp_atk=b5d97f2f-5a08-437b-a46d-40a97ffa7a12
,,,,
酥炸翅小腿 1kg【滿999免運】炸物 拼盤 預炸 烤箱 油炸 棒棒腿 氣炸鍋 點心 早餐 下午茶,滿額折$30,$199,3,https://shopee.tw/%E9%85%A5%E7%82%B8%E7%BF%85%E5%B0%8F%E8%85%BF-1kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E7%82%B8%E7%89%A9-%E6%8B%BC%E7%9B%A4-%E9%A0%90%E7%82%B8-%E7%83%A4%E7%AE%B1-%E6%B2%B9%E7%82%B8-%E6%A3%92%E6%A3%92%E8%85%BF-%E6%B0%A3%E7%82%B8%E9%8D%8B-%E9%BB%9E%E5%BF%83-%E6%97%A9%E9%A4%90-%E4%B8%8B%E5%8D%88%E8%8C%B6-i.772733494.18651589757?sp_atk=27be7c0e-5685-4906-a6da-562ece5ab49c
,,,,
酥炸二節翅 1kg【滿999免運】預炸食品 氣炸鍋 烤箱 油炸 炸物 拚盤,滿額折$30,$199,2,https://shopee.tw/%E9%85%A5%E7%82%B8%E4%BA%8C%E7%AF%80%E7%BF%85-1kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%A0%90%E7%82%B8%E9%A3%9F%E5%93%81-%E6%B0%A3%E7%82%B8%E9%8D%8B-%E7%83%A4%E7%AE%B1-%E6%B2%B9%E7%82%B8-%E7%82%B8%E7%89%A9-%E6%8B%9A%E7%9B%A4-i.772733494.20251585341?sp_atk=7664ddac-7c39-4177-b68c-3f0d047ced13
,,,,
涼拌小菜 《漁夫就是鮮》漁夫雞爪凍 1kg【滿999免運】涼拌小菜 下酒菜 家庭用 業務包 台中名產 知名 雞爪凍,滿額折$30,$149,7,https://shopee.tw/%E6%B6%BC%E6%8B%8C%E5%B0%8F%E8%8F%9C-%E3%80%8A%E6%BC%81%E5%A4%AB%E5%B0%B1%E6%98%AF%E9%AE%AE%E3%80%8B%E6%BC%81%E5%A4%AB%E9%9B%9E%E7%88%AA%E5%87%8D-1kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%B6%BC%E6%8B%8C%E5%B0%8F%E8%8F%9C-%E4%B8%8B%E9%85%92%E8%8F%9C-%E5%AE%B6%E5%BA%AD%E7%94%A8-%E6%A5%AD%E5%8B%99%E5%8C%85-%E5%8F%B0%E4%B8%AD%E5%90%8D%E7%94%A2-%E7%9F%A5%E5%90%8D-%E9%9B%9E%E7%88%AA%E5%87%8D-i.772733494.19052671601?sp_atk=f57ef63c-6c94-4be3-8551-98e1a26609aa
,,,,
《蒲樂》龍蝦舞沙拉 250g【滿9999免運】日本料理 手捲 御飯糰 軍艦壽司 漢堡 輕食 吐司 沙拉醬,滿額折$30,$135,0,https://shopee.tw/%E3%80%8A%E8%92%B2%E6%A8%82%E3%80%8B%E9%BE%8D%E8%9D%A6%E8%88%9E%E6%B2%99%E6%8B%89-250g%E3%80%90%E6%BB%BF9999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86-%E6%89%8B%E6%8D%B2-%E5%BE%A1%E9%A3%AF%E7%B3%B0-%E8%BB%8D%E8%89%A6%E5%A3%BD%E5%8F%B8-%E6%BC%A2%E5%A0%A1-%E8%BC%95%E9%A3%9F-%E5%90%90%E5%8F%B8-%E6%B2%99%E6%8B%89%E9%86%AC-i.772733494.20952095478?sp_atk=98bc48c6-22a0-4472-9eef-5766fa441edd
,,,,
德國愛牧牛奶 1000ml【滿999免運】保久乳 濃郁天然 德國百年乳業 3.8%乳脂 頂級排餐御用 牛奶鍋,滿額折$30,$90,0,https://shopee.tw/%E5%BE%B7%E5%9C%8B%E6%84%9B%E7%89%A7%E7%89%9B%E5%A5%B6-1000ml%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E4%BF%9D%E4%B9%85%E4%B9%B3-%E6%BF%83%E9%83%81%E5%A4%A9%E7%84%B6-%E5%BE%B7%E5%9C%8B%E7%99%BE%E5%B9%B4%E4%B9%B3%E6%A5%AD-3.8-%E4%B9%B3%E8%84%82-%E9%A0%82%E7%B4%9A%E6%8E%92%E9%A4%90%E5%BE%A1%E7%94%A8-%E7%89%9B%E5%A5%B6%E9%8D%8B-i.772733494.21552076459?sp_atk=2fa4c066-6e99-4798-a42f-4ed9d2d64ed8
,,,,
100%檸檬汁(袋裝20入) 【滿999免運】飲料 甜點 料理 泰式 沾醬 涼拌 增添風味,滿額折$30,$129,0,https://shopee.tw/100-%E6%AA%B8%E6%AA%AC%E6%B1%81(%E8%A2%8B%E8%A3%9D20%E5%85%A5)-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%A3%B2%E6%96%99-%E7%94%9C%E9%BB%9E-%E6%96%99%E7%90%86-%E6%B3%B0%E5%BC%8F-%E6%B2%BE%E9%86%AC-%E6%B6%BC%E6%8B%8C-%E5%A2%9E%E6%B7%BB%E9%A2%A8%E5%91%B3-i.772733494.21140504890?sp_atk=945546e6-7a2c-4be7-a17f-a5563efb6529
,,,,
柳葉魚(生鮮) 250g【滿999免運】酥炸柳葉魚 公母皆有 生鮮 冷凍 挪威,滿額折$30,$99,2,https://shopee.tw/%E6%9F%B3%E8%91%89%E9%AD%9A(%E7%94%9F%E9%AE%AE)-250g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%85%A5%E7%82%B8%E6%9F%B3%E8%91%89%E9%AD%9A-%E5%85%AC%E6%AF%8D%E7%9A%86%E6%9C%89-%E7%94%9F%E9%AE%AE-%E5%86%B7%E5%87%8D-%E6%8C%AA%E5%A8%81-i.772733494.18637224277?sp_atk=f5d7b010-3c61-4e65-b57c-842a01b7e248
,,,,
黃金優纖輕采花椰米(全素) 200g 【滿999免運】低醣 碳水 澱粉 主食 健康 藜麥 花椰菜米 麻油香,滿額折$30,$99,7,https://shopee.tw/%E9%BB%83%E9%87%91%E5%84%AA%E7%BA%96%E8%BC%95%E9%87%87%E8%8A%B1%E6%A4%B0%E7%B1%B3(%E5%85%A8%E7%B4%A0)-200g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E4%BD%8E%E9%86%A3-%E7%A2%B3%E6%B0%B4-%E6%BE%B1%E7%B2%89-%E4%B8%BB%E9%A3%9F-%E5%81%A5%E5%BA%B7-%E8%97%9C%E9%BA%A5-%E8%8A%B1%E6%A4%B0%E8%8F%9C%E7%B1%B3-%E9%BA%BB%E6%B2%B9%E9%A6%99-i.772733494.20332871529?sp_atk=641abad6-f922-47c3-a055-1f7dd39fa5b0
,,,,
巨無霸厚切鱈魚 #無肚洞 #大比目魚 600g #生鮮 #魚湯 #乾煎 #清蒸 #氣炸,滿額折$30,$299,0,https://shopee.tw/%E5%B7%A8%E7%84%A1%E9%9C%B8%E5%8E%9A%E5%88%87%E9%B1%88%E9%AD%9A-%E7%84%A1%E8%82%9A%E6%B4%9E-%E5%A4%A7%E6%AF%94%E7%9B%AE%E9%AD%9A-600g-%E7%94%9F%E9%AE%AE-%E9%AD%9A%E6%B9%AF-%E4%B9%BE%E7%85%8E-%E6%B8%85%E8%92%B8-%E6%B0%A3%E7%82%B8-i.772733494.8999771611?sp_atk=e7b1094e-d6b8-42be-aec8-17753637866f
,,,,
調味里肌肉絲300g 【滿999免運】里肌肉片 豬肉片 炒肉片 肉片 豬里肌,滿額折$30,$59,10,https://shopee.tw/%E8%AA%BF%E5%91%B3%E9%87%8C%E8%82%8C%E8%82%89%E7%B5%B2300g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%87%8C%E8%82%8C%E8%82%89%E7%89%87-%E8%B1%AC%E8%82%89%E7%89%87-%E7%82%92%E8%82%89%E7%89%87-%E8%82%89%E7%89%87-%E8%B1%AC%E9%87%8C%E8%82%8C-i.772733494.20959043342?sp_atk=73d25aaf-2369-412c-a980-7be8a9fa9687
,,,,
料理生鮮 比目魚丁(切塊鱈魚肉) 450g/包 約10塊【滿999免運】生鮮 魚湯 鱈魚湯 格陵蘭 丹麥 深海魚 燉補,滿額折$30,$149,0,https://shopee.tw/%E6%96%99%E7%90%86%E7%94%9F%E9%AE%AE-%E6%AF%94%E7%9B%AE%E9%AD%9A%E4%B8%81(%E5%88%87%E5%A1%8A%E9%B1%88%E9%AD%9A%E8%82%89)-450g-%E5%8C%85-%E7%B4%8410%E5%A1%8A%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E7%94%9F%E9%AE%AE-%E9%AD%9A%E6%B9%AF-%E9%B1%88%E9%AD%9A%E6%B9%AF-%E6%A0%BC%E9%99%B5%E8%98%AD-%E4%B8%B9%E9%BA%A5-%E6%B7%B1%E6%B5%B7%E9%AD%9A-%E7%87%89%E8%A3%9C-i.772733494.18057730901?sp_atk=335d493b-ec85-4a89-ab34-968c4442c5e3
,,,,
預炸《鮮之饌》花枝蝦排 400g 一包10入【滿999免運】 無須退冰 鍋煎 油炸,滿額折$30,$225,0,https://shopee.tw/%E9%A0%90%E7%82%B8%E3%80%8A%E9%AE%AE%E4%B9%8B%E9%A5%8C%E3%80%8B%E8%8A%B1%E6%9E%9D%E8%9D%A6%E6%8E%92-400g-%E4%B8%80%E5%8C%8510%E5%85%A5%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E7%84%A1%E9%A0%88%E9%80%80%E5%86%B0-%E9%8D%8B%E7%85%8E-%E6%B2%B9%E7%82%B8-i.772733494.22001253268?sp_atk=9cb2b22c-7e9c-400d-914c-5328f62b2507
,,,,
醃漬肉品 照燒翅小腿 500g【滿999免運】約6～8入 氣炸15分鐘 照燒口味 棒棒腿 烤箱 點心 速炸,滿額折$30,$99,1,https://shopee.tw/%E9%86%83%E6%BC%AC%E8%82%89%E5%93%81-%E7%85%A7%E7%87%92%E7%BF%85%E5%B0%8F%E8%85%BF-500g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E7%B4%846%EF%BD%9E8%E5%85%A5-%E6%B0%A3%E7%82%B815%E5%88%86%E9%90%98-%E7%85%A7%E7%87%92%E5%8F%A3%E5%91%B3-%E6%A3%92%E6%A3%92%E8%85%BF-%E7%83%A4%E7%AE%B1-%E9%BB%9E%E5%BF%83-%E9%80%9F%E7%82%B8-i.772733494.22500664204?sp_atk=72d00f5f-7534-4a80-a09f-f26c3f2fc6c2
,,,,
《富統食品》起司豬排 800g 10入 【滿999免運】早餐材料 炸物 氣炸鍋 油炸 炸物拼盤 起司豬排,滿額折$30,$249,0,https://shopee.tw/%E3%80%8A%E5%AF%8C%E7%B5%B1%E9%A3%9F%E5%93%81%E3%80%8B%E8%B5%B7%E5%8F%B8%E8%B1%AC%E6%8E%92-800g-10%E5%85%A5-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90%E6%9D%90%E6%96%99-%E7%82%B8%E7%89%A9-%E6%B0%A3%E7%82%B8%E9%8D%8B-%E6%B2%B9%E7%82%B8-%E7%82%B8%E7%89%A9%E6%8B%BC%E7%9B%A4-%E8%B5%B7%E5%8F%B8%E8%B1%AC%E6%8E%92-i.772733494.19655297739?sp_atk=fe5ae648-2490-4d99-aaf1-8fb78e3e833a
,,,,
日本超夯北海道生吐司(共8種口味) 90g 【滿999免運】 團購美食 生吐司 早餐推薦,滿額折$30,$45,5,https://shopee.tw/%E6%97%A5%E6%9C%AC%E8%B6%85%E5%A4%AF%E5%8C%97%E6%B5%B7%E9%81%93%E7%94%9F%E5%90%90%E5%8F%B8(%E5%85%B18%E7%A8%AE%E5%8F%A3%E5%91%B3)-90g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E5%9C%98%E8%B3%BC%E7%BE%8E%E9%A3%9F-%E7%94%9F%E5%90%90%E5%8F%B8-%E6%97%A9%E9%A4%90%E6%8E%A8%E8%96%A6-i.772733494.14984934635?sp_atk=b29a64a3-224b-4b0c-a75d-8a217d25f16a
,,,,
麵食點心《大家》超迷你馬卡龍銀絲卷 原味/草莓/巧克力 (20入) 500克/包 【滿999免運】早餐,滿額折$30,$99,14,https://shopee.tw/%E9%BA%B5%E9%A3%9F%E9%BB%9E%E5%BF%83%E3%80%8A%E5%A4%A7%E5%AE%B6%E3%80%8B%E8%B6%85%E8%BF%B7%E4%BD%A0%E9%A6%AC%E5%8D%A1%E9%BE%8D%E9%8A%80%E7%B5%B2%E5%8D%B7-%E5%8E%9F%E5%91%B3-%E8%8D%89%E8%8E%93-%E5%B7%A7%E5%85%8B%E5%8A%9B-(20%E5%85%A5)-500%E5%85%8B-%E5%8C%85-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90-i.772733494.16570667532?sp_atk=f4d8c073-1f04-428e-9fd5-43e1bc48ad60
,,,,
雙色烤麻糬(2種口味) 原味/抹茶 附煉乳一包 【滿999免運】中秋烤肉 甜點,滿額折$30,$199,1,https://shopee.tw/%E9%9B%99%E8%89%B2%E7%83%A4%E9%BA%BB%E7%B3%AC(2%E7%A8%AE%E5%8F%A3%E5%91%B3)-%E5%8E%9F%E5%91%B3-%E6%8A%B9%E8%8C%B6-%E9%99%84%E7%85%89%E4%B9%B3%E4%B8%80%E5%8C%85-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E4%B8%AD%E7%A7%8B%E7%83%A4%E8%82%89-%E7%94%9C%E9%BB%9E-i.772733494.20442368501?sp_atk=e1d8f0f5-038e-4094-a0c6-8e2a56b75be9
,,,,
《龍豪》芋頭/青蔥/紅豆煎餅【滿999免運】全素 厚實餡料 早餐 烘焙 抓餅 捲餅 餡餅 煎餅,滿額折$30,$139,12,https://shopee.tw/%E3%80%8A%E9%BE%8D%E8%B1%AA%E3%80%8B%E8%8A%8B%E9%A0%AD-%E9%9D%92%E8%94%A5-%E7%B4%85%E8%B1%86%E7%85%8E%E9%A4%85%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%85%A8%E7%B4%A0-%E5%8E%9A%E5%AF%A6%E9%A4%A1%E6%96%99-%E6%97%A9%E9%A4%90-%E7%83%98%E7%84%99-%E6%8A%93%E9%A4%85-%E6%8D%B2%E9%A4%85-%E9%A4%A1%E9%A4%85-%E7%85%8E%E9%A4%85-i.772733494.18440511660?sp_atk=46820185-bd33-4244-9dd7-0362d6f2546a
,,,,
100%檸檬汁(袋裝20入) 【滿999免運】飲料 甜點 料理 泰式 沾醬 涼拌 增添風味,滿額折$30,$129,0,https://shopee.tw/100-%E6%AA%B8%E6%AA%AC%E6%B1%81(%E8%A2%8B%E8%A3%9D20%E5%85%A5)-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%A3%B2%E6%96%99-%E7%94%9C%E9%BB%9E-%E6%96%99%E7%90%86-%E6%B3%B0%E5%BC%8F-%E6%B2%BE%E9%86%AC-%E6%B6%BC%E6%8B%8C-%E5%A2%9E%E6%B7%BB%E9%A2%A8%E5%91%B3-i.772733494.21140504890?sp_atk=4d6fc0d9-4649-4344-b2f9-b47e21332a00
,,,,
派脆刻 龍捲餅 650g【滿999免運】2種口味 紅豆/青蔥 5片 早餐 點心 龍豪 懶人料理 加熱即食 烤箱 氣炸鍋,滿額折$30,$120,41,https://shopee.tw/%E6%B4%BE%E8%84%86%E5%88%BB-%E9%BE%8D%E6%8D%B2%E9%A4%85-650g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%912%E7%A8%AE%E5%8F%A3%E5%91%B3-%E7%B4%85%E8%B1%86-%E9%9D%92%E8%94%A5-5%E7%89%87-%E6%97%A9%E9%A4%90-%E9%BB%9E%E5%BF%83-%E9%BE%8D%E8%B1%AA-%E6%87%B6%E4%BA%BA%E6%96%99%E7%90%86-%E5%8A%A0%E7%86%B1%E5%8D%B3%E9%A3%9F-%E7%83%A4%E7%AE%B1-%E6%B0%A3%E7%82%B8%E9%8D%8B-i.772733494.21425610674?sp_atk=9cc70be3-a470-4e0b-9996-cea5580d7d3d
,,,,
日本超夯北海道生吐司(共8種口味) 90g 【滿999免運】 團購美食 生吐司 早餐推薦,滿額折$30,$45,5,https://shopee.tw/%E6%97%A5%E6%9C%AC%E8%B6%85%E5%A4%AF%E5%8C%97%E6%B5%B7%E9%81%93%E7%94%9F%E5%90%90%E5%8F%B8(%E5%85%B18%E7%A8%AE%E5%8F%A3%E5%91%B3)-90g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E5%9C%98%E8%B3%BC%E7%BE%8E%E9%A3%9F-%E7%94%9F%E5%90%90%E5%8F%B8-%E6%97%A9%E9%A4%90%E6%8E%A8%E8%96%A6-i.772733494.14984934635?sp_atk=466e62d6-dcb2-43b8-bc2b-80671dfda7f7
,,,,
即食料理 台北《佬港冰室》乾炒牛肉河粉 300g【滿999免運】 台北淡水名店 港式經典,滿額折$30,$145,1,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%96%99%E7%90%86-%E5%8F%B0%E5%8C%97%E3%80%8A%E4%BD%AC%E6%B8%AF%E5%86%B0%E5%AE%A4%E3%80%8B%E4%B9%BE%E7%82%92%E7%89%9B%E8%82%89%E6%B2%B3%E7%B2%89-300g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E5%8F%B0%E5%8C%97%E6%B7%A1%E6%B0%B4%E5%90%8D%E5%BA%97-%E6%B8%AF%E5%BC%8F%E7%B6%93%E5%85%B8-i.772733494.18559048424?sp_atk=bee4cd49-e08e-4e1f-b446-82d14b833c34
,,,,
麵食點心《大家》超迷你馬卡龍銀絲卷 原味/草莓/巧克力 (20入) 500克/包 【滿999免運】早餐,滿額折$30,$99,14,https://shopee.tw/%E9%BA%B5%E9%A3%9F%E9%BB%9E%E5%BF%83%E3%80%8A%E5%A4%A7%E5%AE%B6%E3%80%8B%E8%B6%85%E8%BF%B7%E4%BD%A0%E9%A6%AC%E5%8D%A1%E9%BE%8D%E9%8A%80%E7%B5%B2%E5%8D%B7-%E5%8E%9F%E5%91%B3-%E8%8D%89%E8%8E%93-%E5%B7%A7%E5%85%8B%E5%8A%9B-(20%E5%85%A5)-500%E5%85%8B-%E5%8C%85-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E6%97%A9%E9%A4%90-i.772733494.16570667532?sp_atk=1694d19a-1c40-4d64-a06f-60b7c9a9c8f5
,,,,
鹹蛋黃瓜仔肉 300g 古早味 阿腸伯 懷舊 阿嬤 手路菜 花瓜 鹹蛋 拌飯 偷飯賊,滿額折$30,$80,6,https://shopee.tw/%E9%B9%B9%E8%9B%8B%E9%BB%83%E7%93%9C%E4%BB%94%E8%82%89-300g-%E5%8F%A4%E6%97%A9%E5%91%B3-%E9%98%BF%E8%85%B8%E4%BC%AF-%E6%87%B7%E8%88%8A-%E9%98%BF%E5%AC%A4-%E6%89%8B%E8%B7%AF%E8%8F%9C-%E8%8A%B1%E7%93%9C-%E9%B9%B9%E8%9B%8B-%E6%8B%8C%E9%A3%AF-%E5%81%B7%E9%A3%AF%E8%B3%8A-i.772733494.18723095250?sp_atk=e339eba0-8fa6-4850-b4e5-b8532b600290
,,,,
下飯熟食《賴在家》 巴東牛肉咖哩 300g/包【滿999免運】印尼 異國料理 香料 調理包 加熱食用 冷凍食品 即食品,滿額折$30,$180,1,https://shopee.tw/%E4%B8%8B%E9%A3%AF%E7%86%9F%E9%A3%9F%E3%80%8A%E8%B3%B4%E5%9C%A8%E5%AE%B6%E3%80%8B-%E5%B7%B4%E6%9D%B1%E7%89%9B%E8%82%89%E5%92%96%E5%93%A9-300g-%E5%8C%85%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%8D%B0%E5%B0%BC-%E7%95%B0%E5%9C%8B%E6%96%99%E7%90%86-%E9%A6%99%E6%96%99-%E8%AA%BF%E7%90%86%E5%8C%85-%E5%8A%A0%E7%86%B1%E9%A3%9F%E7%94%A8-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-%E5%8D%B3%E9%A3%9F%E5%93%81-i.772733494.20746358216?sp_atk=31829e12-9b8d-4ff1-b04c-7e19806ff933
,,,,
調味里肌肉絲300g 【滿999免運】里肌肉片 豬肉片 炒肉片 肉片 豬里肌,滿額折$30,$59,10,https://shopee.tw/%E8%AA%BF%E5%91%B3%E9%87%8C%E8%82%8C%E8%82%89%E7%B5%B2300g-%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%87%8C%E8%82%8C%E8%82%89%E7%89%87-%E8%B1%AC%E8%82%89%E7%89%87-%E7%82%92%E8%82%89%E7%89%87-%E8%82%89%E7%89%87-%E8%B1%AC%E9%87%8C%E8%82%8C-i.772733494.20959043342?sp_atk=0281c83c-3e08-4049-bbdb-ef5c77546217
,,,,
即食湯品 素當歸藥膳鴨湯 1200g【滿999免運】即食包 當歸 藥膳 暖味 冬季 湯品 薑湯 素料 素鴨肉,滿額折$30,$199,0,https://shopee.tw/%E5%8D%B3%E9%A3%9F%E6%B9%AF%E5%93%81-%E7%B4%A0%E7%95%B6%E6%AD%B8%E8%97%A5%E8%86%B3%E9%B4%A8%E6%B9%AF-1200g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%8D%B3%E9%A3%9F%E5%8C%85-%E7%95%B6%E6%AD%B8-%E8%97%A5%E8%86%B3-%E6%9A%96%E5%91%B3-%E5%86%AC%E5%AD%A3-%E6%B9%AF%E5%93%81-%E8%96%91%E6%B9%AF-%E7%B4%A0%E6%96%99-%E7%B4%A0%E9%B4%A8%E8%82%89-i.772733494.17787817885?sp_atk=41bf9675-65e9-4489-9ff4-090bf7e56679
,,,,
限時優惠 麻油悶鴨兩隻999 4kg【滿999免運】全鴨 熱銷冠軍 冬季湯品 麻油 嫩筍 油悶鴨 火鍋 燉湯 補氣 養身,滿額折$30,$520,$0,https://shopee.tw/%E9%99%90%E6%99%82%E5%84%AA%E6%83%A0-%E9%BA%BB%E6%B2%B9%E6%82%B6%E9%B4%A8%E5%85%A9%E9%9A%BB999-4kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E5%85%A8%E9%B4%A8-%E7%86%B1%E9%8A%B7%E5%86%A0%E8%BB%8D-%E5%86%AC%E5%AD%A3%E6%B9%AF%E5%93%81-%E9%BA%BB%E6%B2%B9-%E5%AB%A9%E7%AD%8D-%E6%B2%B9%E6%82%B6%E9%B4%A8-%E7%81%AB%E9%8D%8B-%E7%87%89%E6%B9%AF-%E8%A3%9C%E6%B0%A3-%E9%A4%8A%E8%BA%AB-i.772733494.20352705018?sp_atk=05229a80-a12d-4d93-aad2-035d8c8365ad
,,,,
麻辣雙寶(豆腐/鴨血) 500g【滿999免運】麻辣鍋底 麻辣湯頭 麻辣鴨血 麻辣豆腐 冷凍食品,滿額折$30,$120,1,https://shopee.tw/%E9%BA%BB%E8%BE%A3%E9%9B%99%E5%AF%B6(%E8%B1%86%E8%85%90-%E9%B4%A8%E8%A1%80)-500g%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91%E9%BA%BB%E8%BE%A3%E9%8D%8B%E5%BA%95-%E9%BA%BB%E8%BE%A3%E6%B9%AF%E9%A0%AD-%E9%BA%BB%E8%BE%A3%E9%B4%A8%E8%A1%80-%E9%BA%BB%E8%BE%A3%E8%B1%86%E8%85%90-%E5%86%B7%E5%87%8D%E9%A3%9F%E5%93%81-i.772733494.21552096328?sp_atk=2c40fe3f-5243-4ca3-95cf-31789d0f36b6
,,,,
御品海鮮羹 1.1kg【滿999免運】 辦桌菜 宴席菜 手路菜 羹湯 海鮮羹 豪華 御品,滿額折$30,$220,1,https://shopee.tw/%E5%BE%A1%E5%93%81%E6%B5%B7%E9%AE%AE%E7%BE%B9-1.1kg%E3%80%90%E6%BB%BF999%E5%85%8D%E9%81%8B%E3%80%91-%E8%BE%A6%E6%A1%8C%E8%8F%9C-%E5%AE%B4%E5%B8%AD%E8%8F%9C-%E6%89%8B%E8%B7%AF%E8%8F%9C-%E7%BE%B9%E6%B9%AF-%E6%B5%B7%E9%AE%AE%E7%BE%B9-%E8%B1%AA%E8%8F%AF-%E5%BE%A1%E5%93%81-i.772733494.18952704602?sp_atk=205380a0-1818-47f1-9ef6-3104eea69e99
,,,,
